gene_id,component,class
PF3D7_1111300,"ER to Golgi transport vesicle membrane,Golgi apparatus,SNARE complex,endoplasmic reticulum membrane,late endosome membrane","Endomembrane System & Golgi ER,Intracellular protein complexes (internal),Vesicles & Endosomes"
PF3D7_1111400,unknown,Unknown
PF3D7_1111500,unknown,Unknown
PF3D7_1111600,unknown,Unknown
PF3D7_1111700,unknown,Unknown
PF3D7_1111800,unknown,Unknown
PF3D7_1111900,unknown,Unknown
PF3D7_1112000,unknown,Unknown
PF3D7_1112100,kinetochore,Chromatin
PF3D7_1112200,unknown,Unknown
PF3D7_1112300,unknown,Unknown
PF3D7_1112400,unknown,Unknown
PF3D7_1112500,unknown,Unknown
PF3D7_1112600,nucleus,Nucleus (internal)
PF3D7_1112700,unknown,Unknown
PF3D7_1112800,unknown,Unknown
PF3D7_1112900,unknown,Unknown
PF3D7_1113000,unknown,Unknown
PF3D7_1113100,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1113200,unknown,Unknown
PF3D7_1113300,"Golgi membrane,endoplasmic reticulum membrane",Endomembrane System & Golgi ER
PF3D7_1113400,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1113500,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1113600,unknown,Unknown
PF3D7_1113700,unknown,Unknown
PF3D7_1113800,unknown,Unknown
PF3D7_1113900,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1114000,"cytoplasm,cytoplasmic dynein complex","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_1114100,unknown,Unknown
PF3D7_1114200,unknown,Unknown
PF3D7_1114400,unknown,Unknown
PF3D7_1114500,unknown,Unknown
PF3D7_1114600,unknown,Unknown
PF3D7_1114700,unknown,Unknown
PF3D7_1114800,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1114900,unknown,Unknown
PF3D7_1115000,unknown,Unknown
PF3D7_1115100,unknown,Unknown
PF3D7_1115200,unknown,Unknown
PF3D7_1115300,"apicoplast,extracellular space,lysosome","Apicoplast,Extracellular/Secreted,Vacuole/Lysosome & related"
PF3D7_1115400,"extracellular space,lysosome","Extracellular/Secreted,Vacuole/Lysosome & related"
PF3D7_1115500,unknown,Unknown
PF3D7_1115600,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1115700,"apicoplast,extracellular space,lysosome","Apicoplast,Extracellular/Secreted,Vacuole/Lysosome & related"
PF3D7_1115800,unknown,Unknown
PF3D7_1115900,"Golgi apparatus,endoplasmic reticulum",Endomembrane System & Golgi ER
PF3D7_1116000,unknown,Unknown
PF3D7_1116100,unknown,Unknown
PF3D7_1116200,"cytosol,glutaminase complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1116300,catalytic step 2 spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1116400,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1116500,unknown,Unknown
PF3D7_1116600,unknown,Unknown
PF3D7_1116700,"apicoplast,extracellular space,lysosome","Apicoplast,Extracellular/Secreted,Vacuole/Lysosome & related"
PF3D7_1116800,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1116900,unknown,Unknown
PF3D7_1117000,unknown,Unknown
PF3D7_1117100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1117200,"nucleus,transcription regulator complex","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1117300,unknown,Unknown
PF3D7_1117400,unknown,Unknown
PF3D7_1117500,"apicoplast,cytosol,mitochondrion","Apicoplast,Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_1117600,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1117700,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1117800,MutLalpha complex,DNA replication & repair complexes (internal)
PF3D7_1117900,unknown,Unknown
PF3D7_1118000,unknown,Unknown
PF3D7_1118100,intracellular membrane-bounded organelle,Internal organelle (internal)
PF3D7_1118200,mitochondrial inner membrane,Mitochondrion & related
PF3D7_1118300,unknown,Unknown
PF3D7_1118400,unknown,Unknown
PF3D7_1118500,"box C/D methylation guide snoRNP complex,small-subunit processome",Spliceosomal & RNP complexes (internal)
PF3D7_1118600,"chromatin,nucleus","Chromatin,Nucleus (internal)"
PF3D7_1118700,unknown,Unknown
PF3D7_1118800,Arp2/3 protein complex,Cytoskeleton & associated
PF3D7_1118900,unknown,Unknown
PF3D7_1119000,unknown,Unknown
PF3D7_1119100,nucleus,Nucleus (internal)
PF3D7_1119200,unknown,Unknown
PF3D7_1119300,"U2AF complex,spliceosomal complex",Spliceosomal & RNP complexes (internal)
PF3D7_1119400,unknown,Unknown
PF3D7_1119500,"cytoplasmic vesicle,trans-Golgi network","Endomembrane System & Golgi ER,Vesicles & Endosomes"
PF3D7_1119600,m-AAA complex,Mitochondrion & related
PF3D7_1119700,unknown,Unknown
PF3D7_1119800,unknown,Unknown
PF3D7_1119900,unknown,Unknown
PF3D7_1120000,unknown,Unknown
PF3D7_1120100,unknown,Unknown
PF3D7_1120200,unknown,Unknown
PF3D7_1120300,unknown,Unknown
PF3D7_1120400,unknown,Unknown
PF3D7_1120500,apicoplast,Apicoplast
PF3D7_1120600,unknown,Unknown
PF3D7_1120700,unknown,Unknown
PF3D7_1120800,apicoplast,Apicoplast
PF3D7_1120900,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1121000,"Golgi apparatus,endoplasmic reticulum",Endomembrane System & Golgi ER
PF3D7_1121100,unknown,Unknown
PF3D7_1121200,unknown,Unknown
PF3D7_1121300,unknown,Unknown
PF3D7_1121400,nucleolus,Nucleus (internal)
PF3D7_1121500,unknown,Unknown
PF3D7_1121600,apicoplast,Apicoplast
PF3D7_1121700,unknown,Unknown
PF3D7_1121800,unknown,Unknown
PF3D7_1121900,unknown,Unknown
PF3D7_1122000,"mitochondrial matrix,ribonucleoprotein granule","Intracellular protein complexes (internal),Mitochondrion & related"
PF3D7_1122100,GPI-anchor transamidase complex,Membrane proteins
PF3D7_1122200,unknown,Unknown
PF3D7_1122300,apicoplast,Apicoplast
PF3D7_1122400,unknown,Unknown
PF3D7_1122500,unknown,Unknown
PF3D7_1122600,unknown,Unknown
PF3D7_1122700,apicoplast,Apicoplast
PF3D7_1122800,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1122900,"9+2 motile cilium,axoneme,dynein complex","Cell surface structures,Cytoskeleton & associated"
PF3D7_1123000,unknown,Unknown
PF3D7_1123100,nucleus,Nucleus (internal)
PF3D7_1123200,SCF ubiquitin ligase complex,Ubiquitin & proteasome complexes (internal)
PF3D7_1123300,unknown,Unknown
PF3D7_1123400,translation release factor complex,Ribosome & translation complexes (internal)
PF3D7_1123500,Golgi apparatus,Endomembrane System & Golgi ER
PF3D7_1123600,unknown,Unknown
PF3D7_1123700,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1123800,"Smc5-Smc6 complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1123900,"U4/U6 x U5 tri-snRNP complex,box C/D methylation guide snoRNP complex,nucleolus,precatalytic spliceosome,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1124000,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1124100,unknown,Unknown
PF3D7_1124200,nucleus,Nucleus (internal)
PF3D7_1124300,unknown,Unknown
PF3D7_1124400,"Lsm1-7-Pat1 complex,P-body","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1124500,apicoplast,Apicoplast
PF3D7_1124600,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1124700,PAM complex Tim23 associated import motor,Mitochondrion & related
PF3D7_1124800,"nucleolus,preribosome large subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1124900,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1125000,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_1125100,unknown,Unknown
PF3D7_1125200,unknown,Unknown
PF3D7_1125300,mitochondrial DNA-directed RNA polymerase complex,Mitochondrion & related
PF3D7_1125400,mitochondrial inner membrane,Mitochondrion & related
PF3D7_1125500,"SMN-Sm protein complex,U1 snRNP,U2 snRNP,U4 snRNP,U5 snRNP,catalytic step 2 spliceosome,commitment complex,pICln-Sm protein complex,precatalytic spliceosome,spliceosomal tri-snRNP complex",Spliceosomal & RNP complexes (internal)
PF3D7_1125600,unknown,Unknown
PF3D7_1125700,unknown,Unknown
PF3D7_1125800,unknown,Unknown
PF3D7_1125900,unknown,Unknown
PF3D7_1126000,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_1126100,"cytoplasm,phagophore assembly site",Cytoplasm & Cytosol (internal)
PF3D7_1126200,"cytosol,small ribosomal subunit","Cytoplasm & Cytosol (internal),Ribosome & translation complexes (internal)"
PF3D7_1126300,unknown,Unknown
PF3D7_1126400,unknown,Unknown
PF3D7_1126500,unknown,Unknown
PF3D7_1126600,unknown,Unknown
PF3D7_1126700,microtubule organizing center,Cytoskeleton & associated
PF3D7_1126800,unknown,Unknown
PF3D7_1126900,"U1 snRNP,catalytic step 2 spliceosome,pICln-Sm protein complex",Spliceosomal & RNP complexes (internal)
PF3D7_1127000,unknown,Unknown
PF3D7_1127100,unknown,Unknown
PF3D7_1127200,unknown,Unknown
PF3D7_1127300,tRNA methyltransferase complex,Intracellular protein complexes (internal)
PF3D7_1127400,apicoplast,Apicoplast
PF3D7_1127500,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1127600,unknown,Unknown
PF3D7_1127700,unknown,Unknown
PF3D7_1127800,unknown,Unknown
PF3D7_1127900,unknown,Unknown
PF3D7_1128000,unknown,Unknown
PF3D7_1128100,"cytoplasm,prefoldin complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1128200,nucleus,Nucleus (internal)
PF3D7_1128300,unknown,Unknown
PF3D7_1128400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1128500,unknown,Unknown
PF3D7_1128600,"CCR4-NOT core complex,P-body","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1128700,"GPI-anchor transamidase complex,apicoplast","Apicoplast,Membrane proteins"
PF3D7_1128900,unknown,Unknown
PF3D7_1129000,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1129100,unknown,Unknown
PF3D7_1129200,unknown,Unknown
PF3D7_1129300,unknown,Unknown
PF3D7_1129400,nucleolus,Nucleus (internal)
PF3D7_1129500,nucleus,Nucleus (internal)
PF3D7_1129600,unknown,Unknown
PF3D7_1129700,unknown,Unknown
PF3D7_1129800,unknown,Unknown
PF3D7_1129900,unknown,Unknown
PF3D7_1130000,unknown,Unknown
PF3D7_1130100,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1130200,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1130400,proteasome regulatory particle base subcomplex,Ubiquitin & proteasome complexes (internal)
PF3D7_1130500,Golgi transport complex,Endomembrane System & Golgi ER
PF3D7_1130600,unknown,Unknown
PF3D7_1130700,"cohesin complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1130800,microtubule cytoskeleton,Cytoskeleton & associated
PF3D7_1130900,unknown,Unknown
PF3D7_1131000,unknown,Unknown
PF3D7_1131100,"endomembrane system,membrane","Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_1131200,unknown,Unknown
PF3D7_1131300,unknown,Unknown
PF3D7_1131400,unknown,Unknown
PF3D7_1131500,unknown,Unknown
PF3D7_1131600,unknown,Unknown
PF3D7_1131700,unknown,Unknown
PF3D7_1131800,"cytosol,membrane","Cytoplasm & Cytosol (internal),Membrane (general)"
PF3D7_1131900,unknown,Unknown
PF3D7_1132000,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1132100,unknown,Unknown
PF3D7_1132200,chaperonin-containing T-complex,Intracellular protein complexes (internal)
PF3D7_1132300,unknown,Unknown
PF3D7_1132400,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_1132500,plasma membrane,Membrane proteins
PF3D7_1132600,precatalytic spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1132700,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1132800,plasma membrane,Membrane proteins
PF3D7_1132900,"glycine cleavage complex,mitochondrion","Intracellular protein complexes (internal),Mitochondrion & related"
PF3D7_1133000,unknown,Unknown
PF3D7_1133100,unknown,Unknown
PF3D7_1133200,"actin cytoskeleton,cytoplasmic side of plasma membrane","Cytoskeleton & associated,Membrane proteins"
PF3D7_1133300,"Golgi apparatus,RBC membrane (PEXEL),endoplasmic reticulum,plasma membrane","Endomembrane System & Golgi ER,Membrane proteins,Membrane proteins (PEXEL/HT)"
PF3D7_1133400,unknown,Unknown
PF3D7_1133500,unknown,Unknown
PF3D7_1133600,unknown,Unknown
PF3D7_1133700,unknown,Unknown
PF3D7_1133800,unknown,Unknown
PF3D7_1133900,unknown,Unknown
PF3D7_1134000,"cytoplasm,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_1134100,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1134200,unknown,Unknown
PF3D7_1134300,unknown,Unknown
PF3D7_1134400,unknown,Unknown
PF3D7_1134500,unknown,Unknown
PF3D7_1134600,unknown,Unknown
PF3D7_1134700,RNA polymerase I complex,Spliceosomal & RNP complexes (internal)
PF3D7_1134800,COPI vesicle coat,Vesicles & Endosomes
PF3D7_1134900,unknown,Unknown
PF3D7_1135000,unknown,Unknown
PF3D7_1135100,unknown,Unknown
PF3D7_1135300,unknown,Unknown
PF3D7_1135400,unknown,Unknown
PF3D7_1135500,unknown,Unknown
PF3D7_1135600,"condensed chromosome centromeric region,condensin complex",Chromatin
PF3D7_1135700,unknown,Unknown
PF3D7_1135800,unknown,Unknown
PF3D7_1135900,unknown,Unknown
PF3D7_1136000,unknown,Unknown
PF3D7_1136100,apicoplast,Apicoplast
PF3D7_1136200,unknown,Unknown
PF3D7_1136300,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1136400,signal recognition particle endoplasmic reticulum targeting,Endomembrane System & Golgi ER
PF3D7_1136500,unknown,Unknown
PF3D7_1136600,unknown,Unknown
PF3D7_1136700,unknown,Unknown
PF3D7_1136800,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1136900,membrane,Membrane (general)
PF3D7_1137100,small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1137200,unknown,Unknown
PF3D7_1137300,"endomembrane system,membrane","Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_1137400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1137500,"apicoplast,small ribosomal subunit","Apicoplast,Ribosome & translation complexes (internal)"
PF3D7_1137600,unknown,Unknown
PF3D7_1137700,unknown,Unknown
PF3D7_1137800,unknown,Unknown
PF3D7_1137900,unknown,Unknown
PF3D7_1138000,unknown,Unknown
PF3D7_1138100,nucleus,Nucleus (internal)
PF3D7_1138200,unknown,Unknown
PF3D7_1138300,unknown,Unknown
PF3D7_1138400,plasma membrane,Membrane proteins
PF3D7_1138500,unknown,Unknown
PF3D7_1138600,spliceosomal complex,Spliceosomal & RNP complexes (internal)
PF3D7_1138700,unknown,Unknown
PF3D7_1138800,unknown,Unknown
PF3D7_1139100,precatalytic spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1139200,unknown,Unknown
PF3D7_1139300,unknown,Unknown
PF3D7_1139500,"chromosome,nucleus","Chromatin,Nucleus (internal)"
PF3D7_1139600,unknown,Unknown
PF3D7_1139700,unknown,Unknown
PF3D7_1139800,unknown,Unknown
PF3D7_1139900,EMC complex,Endomembrane System & Golgi ER
PF3D7_1140000,unknown,Unknown
PF3D7_1140100,membrane,Membrane (general)
PF3D7_1140200,unknown,Unknown
PF3D7_1140300,unknown,Unknown
PF3D7_1140400,unknown,Unknown
PF3D7_1140500,"actin cytoskeleton,cytoplasm,membrane","Cytoplasm & Cytosol (internal),Cytoskeleton & associated,Membrane (general)"
PF3D7_1140600,unknown,Unknown
PF3D7_1140700,unknown,Unknown
PF3D7_1140800,unknown,Unknown
PF3D7_1140900,unknown,Unknown
PF3D7_1141000,unknown,Unknown
PF3D7_1141100,unknown,Unknown
PF3D7_1141200,unknown,Unknown
PF3D7_1141300,unknown,Unknown
PF3D7_1141400,unknown,Unknown
PF3D7_1141500,unknown,Unknown
PF3D7_1141600,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1141700,unknown,Unknown
PF3D7_1141800,unknown,Unknown
PF3D7_1141900,unknown,Unknown
PF3D7_1142000,"mitochondrial matrix,ribonucleoprotein granule","Intracellular protein complexes (internal),Mitochondrion & related"
PF3D7_1142100,unknown,Unknown
PF3D7_1142200,unknown,Unknown
PF3D7_1142300,unknown,Unknown
PF3D7_1142400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1142500,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1142600,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1142700,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1142800,unknown,Unknown
PF3D7_1142900,unknown,Unknown
PF3D7_1143000,unknown,Unknown
PF3D7_1143100,unknown,Unknown
PF3D7_1143200,"apicoplast,endoplasmic reticulum membrane","Apicoplast,Endomembrane System & Golgi ER"
PF3D7_1143300,"RNA polymerase I complex,RNA polymerase III complex",Spliceosomal & RNP complexes (internal)
PF3D7_1143400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1143500,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1143600,unknown,Unknown
PF3D7_1143700,unknown,Unknown
PF3D7_1143800,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1143900,unknown,Unknown
PF3D7_1144000,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1144100,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1144200,unknown,Unknown
PF3D7_1144300,unknown,Unknown
PF3D7_1144400,unknown,Unknown
PF3D7_1144500,"SUMO activating enzyme complex,cytoplasm","Cytoplasm & Cytosol (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_1144600,unknown,Unknown
PF3D7_1144700,apicoplast,Apicoplast
PF3D7_1144800,unknown,Unknown
PF3D7_1144900,"Golgi apparatus,endomembrane system",Endomembrane System & Golgi ER
PF3D7_1145000,unknown,Unknown
PF3D7_1145100,"COPI vesicle coat,Golgi membrane,endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment","Endomembrane System & Golgi ER,Vesicles & Endosomes"
PF3D7_1145200,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1145300,unknown,Unknown
PF3D7_1145400,"cytoplasm,membrane,microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated,Membrane (general)"
PF3D7_1145500,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_1145600,mitochondrion,Mitochondrion & related
PF3D7_1145700,unknown,Unknown
PF3D7_1145800,unknown,Unknown
PF3D7_1145900,apicoplast,Apicoplast
PF3D7_1146000,nucleolus,Nucleus (internal)
PF3D7_1146100,unknown,Unknown
PF3D7_1146200,unknown,Unknown
PF3D7_1146300,unknown,Unknown
PF3D7_1146500,unknown,Unknown
PF3D7_1146600,CCAAT-binding factor complex,Spliceosomal & RNP complexes (internal)
PF3D7_1146700,"cytoplasm,kinesin complex,microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_1146800,unknown,Unknown
PF3D7_1146900,trans-Golgi network,Endomembrane System & Golgi ER
PF3D7_1147000,unknown,Unknown
PF3D7_1147100,"cytoplasm,cytoplasmic dynein complex","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_1147200,ciliary basal body,Cell surface structures
PF3D7_1147300,nucleus,Nucleus (internal)
PF3D7_1147400,unknown,Unknown
PF3D7_1147500,protein farnesyltransferase complex,Intracellular protein complexes (internal)
PF3D7_1147600,unknown,Unknown
PF3D7_1147700,proton-transporting ATP synthase complex catalytic core F(1),Mitochondrion & related
PF3D7_1147800,mitochondrion,Mitochondrion & related
PF3D7_1147900,unknown,Unknown
PF3D7_1148000,nucleus,Nucleus (internal)
PF3D7_1148700,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_1148800,unknown,Unknown
PF3D7_1148900,unknown,Unknown
PF3D7_1149000,unknown,Unknown
PF3D7_1149100,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_1149200,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1149300,unknown,Unknown
PF3D7_1149400,unknown,Unknown
PF3D7_1149600,unknown,Unknown
PF3D7_1200700,"apicoplast,endoplasmic reticulum,membrane","Apicoplast,Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_1200800,unknown,Unknown
PF3D7_1200900,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1201000,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_1201100,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1201200,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1201300,unknown,Unknown
PF3D7_1201400,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_1201500,unknown,Unknown
PF3D7_1201600,apicoplast,Apicoplast
PF3D7_1201700,unknown,Unknown
PF3D7_1201800,mitochondrial intermembrane space,Mitochondrion & related
PF3D7_1201900,unknown,Unknown
PF3D7_1202000,nucleolus,Nucleus (internal)
PF3D7_1202100,unknown,Unknown
PF3D7_1202200,mitochondrial inner membrane,Mitochondrion & related
